YEAR,QUARTER,REGION,SEX,AGE_GROUP,VALUE,UNIT,SOURCE
2563,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ชาย,"20 - 24 ปี",6.78,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ชาย,"25 - 29 ปี",2.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ชาย,"30 - 34 ปี",1.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ชาย,"35 - 39 ปี",1.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ชาย,"40 - 49 ปี",.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ชาย,"50 - 59 ปี",.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,ชาย,"60 ปีขึ้นไป",.11,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,หญิง,ยอดรวม,2.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,หญิง,"15 - 19 ปี",17.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,หญิง,"20 - 24 ปี",10.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,หญิง,"25 - 29 ปี",4.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,หญิง,"30 - 34 ปี",1.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,หญิง,"35 - 39 ปี",.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,หญิง,"40 - 49 ปี",.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,หญิง,"50 - 59 ปี",.31,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคตะวันออกเฉียงเหนือ,หญิง,"60 ปีขึ้นไป",.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,รวม,ยอดรวม,2.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,รวม,"15 - 19 ปี",11.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,รวม,"20 - 24 ปี",9.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,รวม,"25 - 29 ปี",3.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,รวม,"30 - 34 ปี",1.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,รวม,"35 - 39 ปี",1.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,รวม,"40 - 49 ปี",.76,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,รวม,"50 - 59 ปี",.48,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,รวม,"60 ปีขึ้นไป",.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,ชาย,ยอดรวม,2.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,ชาย,"15 - 19 ปี",13.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,ชาย,"20 - 24 ปี",9.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,ชาย,"25 - 29 ปี",3.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,ชาย,"30 - 34 ปี",2.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,ชาย,"35 - 39 ปี",1.73,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,ชาย,"40 - 49 ปี",.96,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,ชาย,"50 - 59 ปี",.43,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,ชาย,"60 ปีขึ้นไป",.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,หญิง,ยอดรวม,1.81,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,หญิง,"15 - 19 ปี",8.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,หญิง,"20 - 24 ปี",8.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,หญิง,"25 - 29 ปี",4.32,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,หญิง,"30 - 34 ปี",1.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,หญิง,"35 - 39 ปี",.98,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,หญิง,"40 - 49 ปี",.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 2",ภาคใต้,หญิง,"50 - 59 ปี",.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,รวม,ยอดรวม,1.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,รวม,"15 - 19 ปี",9.43,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,รวม,"20 - 24 ปี",7.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,รวม,"25 - 29 ปี",3.62,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,รวม,"30 - 34 ปี",1.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,รวม,"35 - 39 ปี",1.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,รวม,"40 - 49 ปี",.81,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,รวม,"50 - 59 ปี",.59,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,รวม,"60 ปีขึ้นไป",.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,ชาย,ยอดรวม,1.91,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,ชาย,"15 - 19 ปี",7.85,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,ชาย,"20 - 24 ปี",7.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,ชาย,"25 - 29 ปี",3.87,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,ชาย,"30 - 34 ปี",1.62,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,ชาย,"35 - 39 ปี",1.52,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,ชาย,"40 - 49 ปี",.81,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,ชาย,"50 - 59 ปี",.64,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,ชาย,"60 ปีขึ้นไป",.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,หญิง,ยอดรวม,1.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,หญิง,"15 - 19 ปี",13.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,หญิง,"20 - 24 ปี",8.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,หญิง,"25 - 29 ปี",3.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,หญิง,"30 - 34 ปี",2.22,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,หญิง,"35 - 39 ปี",1.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,หญิง,"40 - 49 ปี",.81,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,หญิง,"50 - 59 ปี",.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ทั่วประเทศ,หญิง,"60 ปีขึ้นไป",.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,รวม,ยอดรวม,2.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,รวม,"15 - 19 ปี",11.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,รวม,"20 - 24 ปี",9.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,รวม,"25 - 29 ปี",4.12,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,รวม,"30 - 34 ปี",2.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,รวม,"35 - 39 ปี",1.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,รวม,"40 - 49 ปี",1.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,รวม,"50 - 59 ปี",.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,รวม,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,ชาย,ยอดรวม,2.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,ชาย,"15 - 19 ปี",12.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,ชาย,"20 - 24 ปี",10.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,ชาย,"25 - 29 ปี",4.99,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,ชาย,"30 - 34 ปี",1.76,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,ชาย,"35 - 39 ปี",1.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,ชาย,"40 - 49 ปี",.98,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,ชาย,"50 - 59 ปี",.91,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,ชาย,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,ยอดรวม,1.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,"15 - 19 ปี",10.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,"20 - 24 ปี",7.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,"25 - 29 ปี",3.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,"30 - 34 ปี",2.43,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,"35 - 39 ปี",1.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,"40 - 49 ปี",1.12,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,"50 - 59 ปี",.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,รวม,ยอดรวม,1.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,รวม,"15 - 19 ปี",11.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,รวม,"20 - 24 ปี",7.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,รวม,"25 - 29 ปี",3.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,รวม,"30 - 34 ปี",1.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,รวม,"35 - 39 ปี",1.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,รวม,"40 - 49 ปี",.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,รวม,"50 - 59 ปี",.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,รวม,"60 ปีขึ้นไป",.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,ชาย,ยอดรวม,2.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,ชาย,"15 - 19 ปี",8.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,ชาย,"20 - 24 ปี",7.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,ชาย,"25 - 29 ปี",3.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,ชาย,"30 - 34 ปี",1.64,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,ชาย,"35 - 39 ปี",1.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,ชาย,"40 - 49 ปี",.96,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,ชาย,"50 - 59 ปี",.99,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,ชาย,"60 ปีขึ้นไป",.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,หญิง,ยอดรวม,1.83,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,หญิง,"15 - 19 ปี",17.65,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,หญิง,"20 - 24 ปี",7.83,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,หญิง,"25 - 29 ปี",2.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,หญิง,"30 - 34 ปี",1.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,หญิง,"35 - 39 ปี",1.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,หญิง,"40 - 49 ปี",.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,หญิง,"50 - 59 ปี",.76,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคกลาง,หญิง,"60 ปีขึ้นไป",.37,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,รวม,"15 - 19 ปี",5.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,รวม,"20 - 24 ปี",6.81,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,รวม,"25 - 29 ปี",2.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,รวม,"30 - 34 ปี",2.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,รวม,"35 - 39 ปี",.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,รวม,"40 - 49 ปี",.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,รวม,"50 - 59 ปี",.48,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,รวม,"60 ปีขึ้นไป",.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,ชาย,ยอดรวม,1.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,ชาย,"15 - 19 ปี",5.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,ชาย,"20 - 24 ปี",5.76,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,ชาย,"25 - 29 ปี",2.98,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,ชาย,"30 - 34 ปี",2.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,ชาย,"35 - 39 ปี",1.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,ชาย,"40 - 49 ปี",.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,ชาย,"50 - 59 ปี",.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,ชาย,"60 ปีขึ้นไป",.22,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,หญิง,ยอดรวม,1.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,หญิง,"15 - 19 ปี",4.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,หญิง,"20 - 24 ปี",8.32,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,หญิง,"25 - 29 ปี",2.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,หญิง,"30 - 34 ปี",2.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,หญิง,"35 - 39 ปี",.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,หญิง,"40 - 49 ปี",.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,หญิง,"50 - 59 ปี",.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคเหนือ,หญิง,"60 ปีขึ้นไป",.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,ยอดรวม,1.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"15 - 19 ปี",8.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"20 - 24 ปี",6.73,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"25 - 29 ปี",3.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"30 - 34 ปี",1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"35 - 39 ปี",1.31,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"40 - 49 ปี",.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"50 - 59 ปี",.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"60 ปีขึ้นไป",.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,ยอดรวม,1.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"15 - 19 ปี",5.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"20 - 24 ปี",6.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"25 - 29 ปี",3.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"30 - 34 ปี",.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"35 - 39 ปี",2.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"40 - 49 ปี",.53,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"50 - 59 ปี",.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"60 ปีขึ้นไป",.32,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,ยอดรวม,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"15 - 19 ปี",15.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"20 - 24 ปี",7.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"25 - 29 ปี",3.78,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"30 - 34 ปี",2.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"35 - 39 ปี",.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"40 - 49 ปี",.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"50 - 59 ปี",.34,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคใต้,รวม,ยอดรวม,2.84,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคใต้,รวม,"15 - 19 ปี",11.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคใต้,รวม,"20 - 24 ปี",11.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคใต้,รวม,"25 - 29 ปี",5.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคใต้,รวม,"30 - 34 ปี",2.96,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคใต้,รวม,"35 - 39 ปี",1.76,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคใต้,รวม,"40 - 49 ปี",1.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคใต้,รวม,"50 - 59 ปี",.72,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคใต้,รวม,"60 ปีขึ้นไป",.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคใต้,ชาย,ยอดรวม,2.53,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคใต้,ชาย,"15 - 19 ปี",11.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคใต้,ชาย,"20 - 24 ปี",9.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคใต้,ชาย,"25 - 29 ปี",5.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคใต้,ชาย,"30 - 34 ปี",1.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาส 3",ภาคใต้,ชาย,"35 - 39 ปี",1.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
